id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
56,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,595.4491910641086,595.4491910641086,579.447774397442,595.4491910641086
58,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,599.2170743974423,599.3108243974423,584.215791064109,599.2170743974423
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,600,601.0,600.0,600.0
60,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,601.1747910641091,602.1747910641091,8.657463846570566,601.1747910641091
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,602.002,602.0419999999999,600.0,602.002
60,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,602.1747910641091,603.1747910641091,602.1747910641091,602.1747910641091
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,603.0029999999999,603.0429999999999,601.0,603.0029999999999
54,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,603.2052910641088,605.2052910641088,542.3094077307757,603.2052910641088
60,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,605.0049999999999,605.0449999999998,603.1747910641091,605.0049999999999
57,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,605.3117410641089,605.3117410641089,589.3103243974423,605.3117410641089
59,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,609.2175743974423,609.3113243974423,594.216291064109,609.2175743974423
61,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,611.175291064109,612.175291064109,8.801754910680076,611.175291064109
61,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,612.175291064109,613.175291064109,612.175291064109,612.175291064109
55,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,613.2062910641088,615.2062910641088,552.3100743974422,613.2062910641088
61,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,614.177291064109,614.217291064109,613.175291064109,614.177291064109
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,615.0012833333333,615.0950333333333,600.0,615.0012833333333
58,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,615.3122410641089,615.3122410641089,599.3108243974423,615.3122410641089
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,620.0017499999999,620.0954999999999,602.0419999999999,620.0017499999999
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,620.3125743974422,620.3125743974422,600.0,620.3125743974422
62,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,621.3130743974422,622.3130743974422,8.946045974789586,621.3130743974422
62,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,622.3130743974422,623.3130743974422,622.3130743974422,622.3130743974422
56,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,623.2072910641087,625.2072910641087,562.3107410641088,623.2072910641087
62,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,624.3150743974421,624.3550743974421,623.3130743974422,624.3150743974421
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,625.0022166666665,625.0959666666665,603.0429999999999,625.0022166666665
59,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,625.3129077307755,625.3129077307755,609.3113243974423,625.3129077307755
60,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,630.0026833333332,630.0964333333332,605.0449999999998,630.0026833333332
-1,SINK_M,ComplexApp,Actuator,M.D,8,1,8,2,ServiceC,0,630.3132410641088,630.3132410641088,600.0,630.3132410641088
63,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,631.3137410641087,632.3137410641087,9.090337038899095,631.3137410641087
63,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,632.3137410641087,633.3137410641087,632.3137410641087,632.3137410641087
57,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,633.2082910641087,635.2082910641087,572.1732910641091,633.2082910641087
63,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,634.3157410641087,634.3557410641087,633.3137410641087,634.3157410641087
61,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,635.0031499999998,635.0968999999998,614.217291064109,635.0031499999998
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,635.313574397442,635.313574397442,615.0950333333333,635.313574397442
62,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,640.0036166666664,640.0973666666664,624.3550743974421,640.0036166666664
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,640.3139077307753,640.3139077307753,620.0954999999999,640.3139077307753
64,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,641.3144077307753,642.3144077307753,9.234628103008605,641.3144077307753
64,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,642.3144077307753,643.3144077307753,642.3144077307753,642.3144077307753
58,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,643.2092910641087,645.2092910641087,582.1737910641091,643.2092910641087
64,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,644.3164077307753,644.3564077307752,643.3144077307753,644.3164077307753
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,645.3142410641086,645.3142410641086,625.0959666666665,645.3142410641086
63,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,649.3570243974419,649.4507743974419,634.3557410641087,649.3570243974419
60,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,650.3145743974419,650.3145743974419,630.0964333333332,650.3145743974419
65,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,651.3150743974419,652.3150743974419,9.378919167118115,651.3150743974419
65,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,652.3150743974419,653.3150743974419,652.3150743974419,652.3150743974419
59,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,653.2102910641087,655.2102910641087,592.1742910641091,653.2102910641087
65,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,654.3170743974418,654.3570743974418,653.3150743974419,654.3170743974418
61,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,655.3149077307752,655.3149077307752,635.0968999999998,655.3149077307752
64,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,659.3576910641085,659.4514410641085,644.3564077307752,659.3576910641085
62,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,660.3152410641085,660.3152410641085,640.0973666666664,660.3152410641085
66,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,661.3157410641085,662.3157410641085,9.523210231227624,661.3157410641085
66,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,662.3157410641085,663.3157410641085,662.3157410641085,662.3157410641085
-1,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,663.2112910641087,665.2112910641087,600.0,663.2112910641087
66,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,664.3177410641084,664.3577410641084,663.3157410641085,664.3177410641084
63,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,665.4521910641085,665.4521910641085,649.4507743974419,665.4521910641085
65,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,669.3583577307751,669.4521077307751,654.3570743974418,669.3583577307751
67,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,671.178291064109,672.178291064109,9.667501295337134,671.178291064109
67,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,672.178291064109,673.178291064109,672.178291064109,672.178291064109
60,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,673.2122910641086,675.2122910641086,602.1747910641091,673.2122910641086
67,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,674.1802910641089,674.2202910641089,673.178291064109,674.1802910641089
64,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,675.4528577307751,675.4528577307751,659.4514410641085,675.4528577307751
66,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,679.3590243974417,679.4527743974417,664.3577410641084,679.3590243974417
68,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,681.178791064109,682.178791064109,9.811792359446644,681.178791064109
68,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,682.178791064109,683.178791064109,682.178791064109,682.178791064109
61,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,683.2132910641086,685.2132910641086,612.175291064109,683.2132910641086
68,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,684.1807910641089,684.2207910641089,683.178791064109,684.1807910641089
65,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,685.4535243974417,685.4535243974417,669.4521077307751,685.4535243974417
67,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,689.2215743974422,689.3153243974422,674.2202910641089,689.2215743974422
69,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,691.179291064109,692.179291064109,9.956083423556153,691.179291064109
69,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,692.179291064109,693.179291064109,692.179291064109,692.179291064109
62,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,693.2142910641086,695.2142910641086,622.3130743974422,693.2142910641086
69,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,694.1812910641089,694.2212910641089,693.179291064109,694.1812910641089
66,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,695.4541910641083,695.4541910641083,679.4527743974417,695.4541910641083
68,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,699.2220743974422,699.3158243974422,684.2207910641089,699.2220743974422
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,700,701.0,700.0,700.0
70,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,701.1797910641089,702.1797910641089,10.100374487665663,701.1797910641089
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,702.002,702.0419999999999,700.0,702.002
70,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,702.1797910641089,703.1797910641089,702.1797910641089,702.1797910641089
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,703.0029999999999,703.0429999999999,701.0,703.0029999999999
63,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,703.2152910641086,705.2152910641086,632.3137410641087,703.2152910641086
70,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,705.0049999999999,705.0449999999998,703.1797910641089,705.0049999999999
67,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,705.3167410641088,705.3167410641088,689.3153243974422,705.3167410641088
69,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,709.2225743974421,709.3163243974421,694.2212910641089,709.2225743974421
71,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,711.1802910641089,712.1802910641089,10.244665551775173,711.1802910641089
71,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,712.1802910641089,713.1802910641089,712.1802910641089,712.1802910641089
64,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,713.2162910641085,715.2162910641085,642.3144077307753,713.2162910641085
71,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,714.1822910641089,714.2222910641088,713.1802910641089,714.1822910641089
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,715.0012833333333,715.0950333333333,700.0,715.0012833333333
68,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,715.3172410641088,715.3172410641088,699.3158243974422,715.3172410641088
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,720.0017499999999,720.0954999999999,702.0419999999999,720.0017499999999
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,720.3175743974421,720.3175743974421,700.0,720.3175743974421
72,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,721.318074397442,722.318074397442,10.388956615884682,721.318074397442
72,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,722.318074397442,723.318074397442,722.318074397442,722.318074397442
65,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,723.2172910641085,725.2172910641085,652.3150743974419,723.2172910641085
72,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,724.320074397442,724.360074397442,723.318074397442,724.320074397442
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,725.0022166666665,725.0959666666665,703.0429999999999,725.0022166666665
69,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,725.3179077307753,725.3179077307753,709.3163243974421,725.3179077307753
70,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,730.0026833333332,730.0964333333332,705.0449999999998,730.0026833333332
-1,SINK_M,ComplexApp,Actuator,M.D,8,1,8,2,ServiceC,0,730.3182410641086,730.3182410641086,700.0,730.3182410641086
73,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,731.3187410641086,732.3187410641086,10.533247679994192,731.3187410641086
73,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,732.3187410641086,733.3187410641086,732.3187410641086,732.3187410641086
66,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,733.2182910641085,735.2182910641085,662.3157410641085,733.2182910641085
73,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,734.3207410641086,734.3607410641085,733.3187410641086,734.3207410641086
71,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,735.0031499999998,735.0968999999998,714.2222910641088,735.0031499999998
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,735.3185743974419,735.3185743974419,715.0950333333333,735.3185743974419
72,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,740.0036166666664,740.0973666666664,724.360074397442,740.0036166666664
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,740.3189077307752,740.3189077307752,720.0954999999999,740.3189077307752
74,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,741.3194077307752,742.3194077307752,10.677538744103702,741.3194077307752
74,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,742.3194077307752,743.3194077307752,742.3194077307752,742.3194077307752
67,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,743.2192910641085,745.2192910641085,672.178291064109,743.2192910641085
74,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,744.3214077307751,744.3614077307751,743.3194077307752,744.3214077307751
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,745.3192410641085,745.3192410641085,725.0959666666665,745.3192410641085
73,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,749.3620243974418,749.4557743974418,734.3607410641085,749.3620243974418
70,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,750.3195743974418,750.3195743974418,730.0964333333332,750.3195743974418
75,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,751.3200743974418,752.3200743974418,10.821829808213211,751.3200743974418
75,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,752.3200743974418,753.3200743974418,752.3200743974418,752.3200743974418
68,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,753.2202910641084,755.2202910641084,682.178791064109,753.2202910641084
75,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,754.3220743974417,754.3620743974417,753.3200743974418,754.3220743974417
71,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,755.3199077307751,755.3199077307751,735.0968999999998,755.3199077307751
74,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,759.3626910641084,759.4564410641084,744.3614077307751,759.3626910641084
72,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,760.3202410641084,760.3202410641084,740.0973666666664,760.3202410641084
76,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,761.3207410641083,762.3207410641083,10.96612087232272,761.3207410641083
76,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,762.3207410641083,763.3207410641083,762.3207410641083,762.3207410641083
69,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,763.2212910641084,765.2212910641084,692.179291064109,763.2212910641084
76,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,764.3227410641083,764.3627410641083,763.3207410641083,764.3227410641083
73,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,765.4571910641084,765.4571910641084,749.4557743974418,765.4571910641084
75,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,769.363357730775,769.457107730775,754.3620743974417,769.363357730775
77,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,771.1832910641089,772.1832910641089,11.11041193643223,771.1832910641089
77,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,772.1832910641089,773.1832910641089,772.1832910641089,772.1832910641089
-1,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,773.2222910641084,775.2222910641084,700.0,773.2222910641084
77,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,774.1852910641088,774.2252910641088,773.1832910641089,774.1852910641088
74,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,775.457857730775,775.457857730775,759.4564410641084,775.457857730775
76,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,779.3640243974415,779.4577743974415,764.3627410641083,779.3640243974415
78,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,781.1837910641088,782.1837910641088,11.25470300054174,781.1837910641088
78,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,782.1837910641088,783.1837910641088,782.1837910641088,782.1837910641088
70,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,783.2232910641084,785.2232910641084,702.1797910641089,783.2232910641084
78,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,784.1857910641088,784.2257910641088,783.1837910641088,784.1857910641088
75,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,785.4585243974416,785.4585243974416,769.457107730775,785.4585243974416
77,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,789.226574397442,789.320324397442,774.2252910641088,789.226574397442
79,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,791.1842910641088,792.1842910641088,11.39899406465125,791.1842910641088
79,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,792.1842910641088,793.1842910641088,792.1842910641088,792.1842910641088
71,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,793.2242910641083,795.2242910641083,712.1802910641089,793.2242910641083
79,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,794.1862910641088,794.2262910641088,793.1842910641088,794.1862910641088
76,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,795.4591910641082,795.4591910641082,779.4577743974415,795.4591910641082
78,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,799.227074397442,799.320824397442,784.2257910641088,799.227074397442
-1,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,800,801.0,800.0,800.0
80,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,801.1847910641088,802.1847910641088,11.54328512876076,801.1847910641088
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,802.002,802.0419999999999,800.0,802.002
80,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,802.1847910641088,803.1847910641088,802.1847910641088,802.1847910641088
-1,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,803.0029999999999,803.0429999999999,801.0,803.0029999999999
72,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,803.2252910641083,805.2252910641083,722.318074397442,803.2252910641083
80,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,805.0049999999999,805.0449999999998,803.1847910641088,805.0049999999999
77,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,805.3217410641087,805.3217410641087,789.320324397442,805.3217410641087
79,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,809.227574397442,809.321324397442,794.2262910641088,809.227574397442
81,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,811.1852910641088,812.1852910641088,11.687576192870269,811.1852910641088
81,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,812.1852910641088,813.1852910641088,812.1852910641088,812.1852910641088
73,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,813.2262910641083,815.2262910641083,732.3187410641086,813.2262910641083
81,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,814.1872910641088,814.2272910641087,813.1852910641088,814.1872910641088
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,815.0012833333333,815.0950333333333,800.0,815.0012833333333
78,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,815.3222410641087,815.3222410641087,799.320824397442,815.3222410641087
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,820.0017499999999,820.0954999999999,802.0419999999999,820.0017499999999
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,820.3225743974419,820.3225743974419,800.0,820.3225743974419
82,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,821.3230743974419,822.3230743974419,11.831867256979779,821.3230743974419
82,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,822.3230743974419,823.3230743974419,822.3230743974419,822.3230743974419
74,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,823.2272910641083,825.2272910641083,742.3194077307752,823.2272910641083
82,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,824.3250743974419,824.3650743974418,823.3230743974419,824.3250743974419
-1,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,825.0022166666665,825.0959666666665,803.0429999999999,825.0022166666665
79,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,825.3229077307752,825.3229077307752,809.321324397442,825.3229077307752
80,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,830.0026833333332,830.0964333333332,805.0449999999998,830.0026833333332
-1,SINK_M,ComplexApp,Actuator,M.D,8,1,8,2,ServiceC,0,830.3232410641085,830.3232410641085,800.0,830.3232410641085
83,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,831.3237410641085,832.3237410641085,11.976158321089288,831.3237410641085
83,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,832.3237410641085,833.3237410641085,832.3237410641085,832.3237410641085
75,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,833.2282910641082,835.2282910641082,752.3200743974418,833.2282910641082
83,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,834.3257410641085,834.3657410641084,833.3237410641085,834.3257410641085
81,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,835.0031499999998,835.0968999999998,814.2272910641087,835.0031499999998
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,835.3235743974418,835.3235743974418,815.0950333333333,835.3235743974418
82,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,840.0036166666664,840.0973666666664,824.3650743974418,840.0036166666664
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,840.3239077307751,840.3239077307751,820.0954999999999,840.3239077307751
84,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,841.3244077307751,842.3244077307751,12.120449385198798,841.3244077307751
84,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,842.3244077307751,843.3244077307751,842.3244077307751,842.3244077307751
76,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,843.2292910641082,845.2292910641082,762.3207410641083,843.2292910641082
84,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,844.326407730775,844.366407730775,843.3244077307751,844.326407730775
-1,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,845.3242410641084,845.3242410641084,825.0959666666665,845.3242410641084
83,COMP_M,ComplexApp,ServiceF,M.G,12,14,0,6,ServiceE,0.09375,849.3670243974417,849.4607743974417,834.3657410641084,849.3670243974417
80,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,850.3245743974417,850.3245743974417,830.0964333333332,850.3245743974417
85,COMP_M,ComplexApp,ServiceA,M.A,0,4,1,2,Sensor,1.0,851.3250743974417,852.3250743974417,12.264740449308308,851.3250743974417
85,COMP_M,ComplexApp,ServiceD,M.E,4,10,2,2,ServiceA,1.0,852.3250743974417,853.3250743974417,852.3250743974417,852.3250743974417
77,COMP_M,ComplexApp,ServiceB,M.B,4,6,2,1,ServiceA,2.0,853.2302910641082,855.2302910641082,772.1832910641089,853.2302910641082
85,COMP_M,ComplexApp,ServiceE,M.F,10,12,2,0,ServiceD,0.04,854.3270743974416,854.3670743974416,853.3250743974417,854.3270743974416
81,SINK_M,ComplexApp,Actuator,M.H,14,1,6,2,ServiceF,0,855.324907730775,855.324907730775,835.0968999999998,855.324907730775
